date,TargetXGB_scale
2018-02-26 0:00,53.96234696
2018-02-27 0:00,66.75047588
2018-02-28 0:00,299.7653205
2018-03-01 0:00,64.94513772
2018-03-02 0:00,-64.96452989
2018-03-03 0:00,-200.1598822
2018-03-04 0:00,-7.304048348
2018-03-05 0:00,16.31225608
2018-03-06 0:00,-152.2614837
2018-03-07 0:00,-35.60560045
2018-03-08 0:00,53.38112374
2018-03-09 0:00,-488.176043
2018-03-10 0:00,-118.4852816
2018-03-11 0:00,-68.53084328
2018-03-12 0:00,-117.4512838
2018-03-13 0:00,-452.0203565
2018-03-14 0:00,416.4139791
2018-03-15 0:00,-93.59718352
2018-03-16 0:00,516.1867287
2018-03-17 0:00,42.55926425
2018-03-18 0:00,-80.80669175
2018-03-19 0:00,72.21157098
2018-03-20 0:00,-228.5899083
2018-03-21 0:00,65.5488342
2018-03-22 0:00,-272.915397
2018-03-23 0:00,170.536192
2018-03-24 0:00,72.29055538
2018-03-25 0:00,18.19202695
2018-03-26 0:00,72.15167318
2018-03-27 0:00,624.6017643
2018-03-28 0:00,668.3660496
2018-03-29 0:00,66.24749265
2018-03-30 0:00,670.368562
2018-03-31 0:00,62.54217117
2018-04-01 0:00,215.8339241
2018-04-02 0:00,-100.0349647
2018-04-03 0:00,-520.3821322
2018-04-04 0:00,-29.41471477
2018-04-05 0:00,18.07799816
2018-04-06 0:00,-52.55152372
2018-04-07 0:00,51.75607688
2018-04-08 0:00,65.12544822
2018-04-09 0:00,1077.008038
2018-04-10 0:00,-61.39366034
2018-04-11 0:00,-385.3770173
2018-04-12 0:00,-53.48261744
2018-04-13 0:00,57.19610774
2018-04-14 0:00,59.17386533
2018-04-15 0:00,-176.5386211
2018-04-16 0:00,-59.65801936
2018-04-17 0:00,-271.7491567
2018-04-18 0:00,511.2329089
2018-04-19 0:00,-337.2050384
2018-04-20 0:00,63.90614844
2018-04-21 0:00,8.162478308
2018-04-22 0:00,-120.0936978
2018-04-23 0:00,286.5237378
2018-04-24 0:00,-165.8582212
2018-04-25 0:00,463.2433773
